54 1522315759 1.249181 7.200000 1.186505 1.407466 11.270710
57 1522315759 1.250037 7.200000 1.186767 1.412064 11.287148
54 1522315760 1.249181 7.200000 1.186505 1.407466 11.270710
57 1522315760 1.250037 7.200000 1.186767 1.412064 11.287148
54 1522315761 1.249181 7.200000 1.186505 1.407466 11.270710
57 1522315761 1.250037 7.200000 1.186767 1.412064 11.287148
54 1522315762 1.249181 7.200000 1.186505 1.407466 11.270710
57 1522315762 1.250037 7.200000 1.186767 1.412064 11.287148
54 1522315763 1.249181 7.200000 1.186505 1.407466 11.270710
57 1522315763 1.250037 7.200000 1.186767 1.412064 11.287148
54 1522315764 1.948002 44.000000 1.188660 3.199053 176.408181
57 1522315764 1.948861 44.000000 1.188875 3.199248 176.539305
54 1522315765 1.948002 44.000000 1.188660 3.199053 176.408181
57 1522315765 1.948861 44.000000 1.188875 3.199248 176.539305
54 1522315766 1.948002 44.000000 1.188660 3.199053 176.408181
57 1522315766 1.948861 44.000000 1.188875 3.199248 176.539305
54 1522315767 1.948002 44.000000 1.188660 3.199053 176.408181
57 1522315767 1.948861 44.000000 1.188875 3.199248 176.539305
54 1522315768 1.948002 44.000000 1.188660 3.199053 176.408181
57 1522315768 1.948861 44.000000 1.188875 3.199248 176.539305
54 1522315769 2.154432 46.000000 1.177348 3.231823 222.285478
57 1522315769 2.154644 46.000000 1.177532 3.232039 222.327587
54 1522315770 2.154432 46.000000 1.177348 3.231823 222.285478
57 1522315770 2.154644 46.000000 1.177532 3.232039 222.327587
54 1522315771 2.154432 46.000000 1.177348 3.231823 222.285478
57 1522315771 2.154644 46.000000 1.177532 3.232039 222.327587
54 1522315772 2.154432 46.000000 1.177348 3.231823 222.285478
57 1522315772 2.154644 46.000000 1.177532 3.232039 222.327587
54 1522315773 2.154432 46.000000 1.177348 3.231823 222.285478
57 1522315773 2.154644 46.000000 1.177532 3.232039 222.327587
54 1522315774 2.168741 43.600000 1.179432 3.210574 212.885822
57 1522315774 2.168968 43.600000 1.179638 3.210744 212.928278
54 1522315775 2.168741 43.600000 1.179432 3.210574 212.885822
57 1522315775 2.168968 43.600000 1.179638 3.210744 212.928278
54 1522315776 2.168741 43.600000 1.179432 3.210574 212.885822
57 1522315776 2.168968 43.600000 1.179638 3.210744 212.928278
54 1522315777 2.168741 43.600000 1.179432 3.210574 212.885822
54 1522315778 2.168741 43.600000 1.179432 3.210574 212.885822
57 1522315777 2.168968 43.600000 1.179638 3.210744 212.928278
57 1522315778 2.168968 43.600000 1.179638 3.210744 212.928278
54 1522315779 2.142840 46.400000 1.173532 3.249887 219.105994
57 1522315779 2.143051 46.400000 1.173767 3.250080 219.147831
54 1522315780 2.142840 46.400000 1.173532 3.249887 219.105994
57 1522315780 2.143051 46.400000 1.173767 3.250080 219.147831
54 1522315781 2.142840 46.400000 1.173532 3.249887 219.105994
57 1522315781 2.143051 46.400000 1.173767 3.250080 219.147831
54 1522315782 2.142840 46.400000 1.173532 3.249887 219.105994
57 1522315782 2.143051 46.400000 1.173767 3.250080 219.147831
54 1522315783 2.142840 46.400000 1.173532 3.249887 219.105994
57 1522315783 2.143051 46.400000 1.173767 3.250080 219.147831
54 1522315784 2.194577 43.800000 1.177612 3.236767 219.883911
57 1522315784 2.194795 43.800000 1.177810 3.236934 219.926066
54 1522315785 2.194577 43.800000 1.177612 3.236767 219.883911
57 1522315785 2.194795 43.800000 1.177810 3.236934 219.926066
54 1522315786 2.194577 43.800000 1.177612 3.236767 219.883911
57 1522315786 2.194795 43.800000 1.177810 3.236934 219.926066
54 1522315787 2.194577 43.800000 1.177612 3.236767 219.883911
57 1522315787 2.194795 43.800000 1.177810 3.236934 219.926066
54 1522315788 2.194577 43.800000 1.177612 3.236767 219.883911
57 1522315788 2.194795 43.800000 1.177810 3.236934 219.926066
54 1522315789 2.182526 46.200000 1.174774 3.192373 226.795481
57 1522315789 2.182750 46.200000 1.174957 3.192549 226.840436
54 1522315790 2.182526 46.200000 1.174774 3.192373 226.795481
57 1522315790 2.182750 46.200000 1.174957 3.192549 226.840436
54 1522315791 2.182526 46.200000 1.174774 3.192373 226.795481
57 1522315791 2.182750 46.200000 1.174957 3.192549 226.840436
54 1522315792 2.182526 46.200000 1.174774 3.192373 226.795481
57 1522315792 2.182750 46.200000 1.174957 3.192549 226.840436
54 1522315793 2.182526 46.200000 1.174774 3.192373 226.795481
